id_venta,id_producto,id_sucursal,cantidad,fecha_venta,costo_unitario,precio_lista,id_promocion,descuento_promo,id_lealtad,descuento_lealtad,precio_venta,
138136,AL-010,WDF,1,04/05/2020, $233.75 ," $1,324.37 ",,0%,315461,0%," $1,324.37 ",
138138,LS-030,SCT,1,04/05/2020, $187.00 ," $1,589.76 ",,0%,593177,0%," $1,589.76 ",
138140,AL-030,PER,1,04/05/2020, $38.25 , $570.85 ,,0%,481659,0%, $570.85 ,
138142,AL-030,MHT,1,04/05/2020, $38.25 , $570.85 ,,0%,225529,0%, $570.85 ,
138144,AL-020,MHT,1,04/05/2020, $63.75 ," $1,204.69 ",,0%,408320,0%," $1,204.69 ",
138146,AL-030,GLL,1,04/05/2020, $38.25 , $570.85 ,,0%,579474,0%, $570.85 ,
138148,WX-010,MAG,1,04/05/2020," $2,932.50 "," $26,036.45 ",,0%,,0%," $26,036.45 ",
138150,WX-010,SCT,1,04/05/2020," $2,932.50 "," $26,036.45 ",,0%,,0%," $26,036.45 ",
138152,LS-030,GLL,1,04/05/2020, $187.00 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
138154,AL-030,PFA,1,04/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138156,AL-030,GLL,2,04/05/2020, $38.25 , $570.85 ,,0%,,0%," $1,141.71 ",
138158,AL-010,QUE,1,04/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138160,AL-030,SCT,1,04/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138162,AL-030,GAL,1,04/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138164,AL-020,GLL,1,04/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138166,LL-020,MHT,1,04/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138168,AL-030,MHT,1,04/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138170,AL-010,WDF,1,04/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138172,AL-020,PER,1,05/05/2020, $63.75 ," $1,204.69 ",,0%,463678,0%," $1,204.69 ",
138174,LL-020,TEZ,1,05/05/2020, $324.70 ," $4,179.86 ",,0%,160859,0%," $4,179.86 ",
138176,AL-010,WDF,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,686684,0%," $1,324.37 ",
138178,AL-030,WDF,1,05/05/2020, $38.25 , $570.85 ,,0%,224429,0%, $570.85 ,
138180,AL-010,MHT,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,341869,0%," $1,324.37 ",
138182,AL-010,WDF,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,474927,0%," $1,324.37 ",
138184,AL-010,MHT,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,463019,0%," $1,324.37 ",
138186,AL-030,WDF,1,05/05/2020, $38.25 , $570.85 ,,0%,757082,0%, $570.85 ,
138188,AL-030,GLL,1,05/05/2020, $38.25 , $570.85 ,,0%,352362,0%, $570.85 ,
138190,LL-020,MAG,1,05/05/2020, $324.70 ," $4,179.86 ",,0%,240021,0%," $4,179.86 ",
138192,AL-030,MHT,1,05/05/2020, $38.25 , $570.85 ,,0%,185657,0%, $570.85 ,
138194,AL-030,WDF,1,05/05/2020, $38.25 , $570.85 ,,0%,297912,0%, $570.85 ,
138196,AL-030,MHT,1,05/05/2020, $38.25 , $570.85 ,,0%,666561,0%, $570.85 ,
138198,AL-030,QUE,1,05/05/2020, $38.25 , $570.85 ,,0%,546355,0%, $570.85 ,
138200,AL-030,MAG,1,05/05/2020, $38.25 , $570.85 ,,0%,478921,0%, $570.85 ,
138202,LS-040,GLL,1,05/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,726251,5%," $1,257.24 ",
138204,AL-030,GLL,1,05/05/2020, $38.25 , $570.85 ,,0%,610754,0%, $570.85 ,
138206,WX-010,PER,1,05/05/2020," $2,932.50 "," $26,036.45 ",,0%,434080,0%," $26,036.45 ",
138208,LL-020,SCT,2,05/05/2020, $324.70 ," $4,179.86 ",,0%,576318,0%," $8,359.72 ",
138210,AL-010,SCT,3,05/05/2020, $233.75 ," $1,324.37 ",,0%,768143,0%," $3,973.10 ",
138212,AL-010,QUE,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,707049,0%," $1,324.37 ",
138214,AL-020,MHT,1,05/05/2020, $63.75 ," $1,204.69 ",,0%,204989,0%," $1,204.69 ",
138216,AX-040,WDF,3,05/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,169203,5%," $32,982.49 ",
138218,AL-010,MAG,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,243072,0%," $1,324.37 ",
138220,LL-020,PER,1,05/05/2020, $324.70 ," $4,179.86 ",,0%,148718,0%," $4,179.86 ",
138222,LS-030,GLL,2,05/05/2020, $187.00 ," $1,589.76 ",,0%,204435,0%," $3,179.52 ",
138224,WX-010,MHT,3,05/05/2020," $2,932.50 "," $26,036.45 ",,0%,396398,0%," $78,109.35 ",
138226,AL-030,MAG,1,05/05/2020, $38.25 , $570.85 ,,0%,705494,0%, $570.85 ,
138228,AX-040,WDF,1,05/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,652297,5%," $10,994.16 ",
138230,AL-020,PAM,1,05/05/2020, $63.75 ," $1,204.69 ",,0%,752945,0%," $1,204.69 ",
138232,AL-010,WDF,2,05/05/2020, $233.75 ," $1,324.37 ",,0%,645144,0%," $2,648.73 ",
138234,AL-030,MHT,1,05/05/2020, $38.25 , $570.85 ,,0%,127734,0%, $570.85 ,
138236,AL-010,MHT,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,174341,0%," $1,324.37 ",
138238,AL-020,MHT,1,05/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138240,AL-010,QUE,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138242,LS-030,PFA,1,05/05/2020, $187.00 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
138244,LL-020,MHT,1,05/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138246,AL-010,WDF,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138248,AL-020,PER,1,05/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138250,LS-040,PFA,1,05/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138252,AX-040,PFA,1,05/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138254,AL-010,QUE,1,05/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138256,AX-040,WDF,1,05/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138258,AL-030,MHT,1,05/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138260,WX-010,MHT,1,05/05/2020," $2,932.50 "," $26,036.45 ",,0%,,0%," $26,036.45 ",
138262,AL-030,SCT,1,05/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138264,AL-030,PER,1,05/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138266,LS-040,WDF,1,05/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138268,AX-040,WDF,1,05/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138270,AL-010,TEZ,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,742250,0%," $1,324.37 ",
138272,WS-040,WDF,1,06/05/2020, $467.50 ," $4,794.89 ",,0%,587345,0%," $4,794.89 ",
138274,WS-040,TEZ,1,06/05/2020, $467.50 ," $4,794.89 ",,0%,425352,0%," $4,794.89 ",
138276,AL-020,GLL,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,579644,0%," $1,204.69 ",
138278,WS-030,GLL,1,06/05/2020, $552.50 ," $5,933.54 ",,0%,211354,0%," $5,933.54 ",
138280,LL-020,MHT,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,147958,0%," $4,179.86 ",
138282,AL-020,SCT,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,289808,0%," $1,204.69 ",
138284,AL-010,SCT,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,276172,0%," $1,324.37 ",
138286,AL-030,GLL,1,06/05/2020, $38.25 , $570.85 ,,0%,728935,0%, $570.85 ,
138288,AL-020,WDF,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,612981,0%," $1,204.69 ",
138290,WX-010,SCT,2,06/05/2020," $2,932.50 "," $26,036.45 ",,0%,470335,0%," $52,072.90 ",
138292,AX-040,WDF,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,472794,5%," $10,994.16 ",
138294,AL-030,PAM,1,06/05/2020, $38.25 , $570.85 ,,0%,662326,0%, $570.85 ,
138296,WX-010,MAG,1,06/05/2020," $2,932.50 "," $26,036.45 ",,0%,159243,0%," $26,036.45 ",
138298,AX-040,WDF,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,450857,5%," $10,994.16 ",
138300,LL-020,WDF,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,775338,0%," $4,179.86 ",
138302,AL-030,MAG,1,06/05/2020, $38.25 , $570.85 ,,0%,342882,0%, $570.85 ,
138304,WL-020,SCT,1,06/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,141963,5%," $14,116.60 ",
138306,LL-020,SCT,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,112712,0%," $4,179.86 ",
138308,WX-010,QUE,1,06/05/2020," $2,932.50 "," $26,036.45 ",,0%,463563,0%," $26,036.45 ",
138310,AL-020,GLL,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,653331,0%," $1,204.69 ",
138312,AL-020,WDF,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,223695,0%," $1,204.69 ",
138314,LL-010,WDF,1,06/05/2020, $208.25 ," $3,767.52 ",,0%,687752,0%," $3,767.52 ",
138316,LL-020,TEZ,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,276239,0%," $4,179.86 ",
138318,LL-020,WDF,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,247736,0%," $4,179.86 ",
138320,AL-010,SCT,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,375603,0%," $1,324.37 ",
138322,AX-040,MHT,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,697719,5%," $10,994.16 ",
138324,LS-040,PER,1,06/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,526863,5%," $1,257.24 ",
138326,AX-040,GLL,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,290367,5%," $10,994.16 ",
138328,LL-020,TEZ,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,729134,0%," $4,179.86 ",
138330,AL-020,WDF,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,707726,0%," $1,204.69 ",
138332,LL-020,QUE,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,187457,0%," $4,179.86 ",
138334,WS-040,GLL,1,06/05/2020, $467.50 ," $4,794.89 ",,0%,641866,0%," $4,794.89 ",
138336,AL-020,GLL,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138338,LS-040,MHT,1,06/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138340,AL-010,WDF,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138342,LS-040,TEZ,1,06/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138344,AX-040,QUE,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138346,AL-010,TEZ,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138348,AL-020,MHT,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138350,AL-010,MAG,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138352,AL-020,MAG,1,06/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138354,LS-030,MAG,1,06/05/2020, $187.00 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
138356,LS-040,PFA,1,06/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138358,AL-010,TLA,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138360,AX-040,MHT,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138362,AL-010,WDF,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138364,LL-020,GLL,1,06/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138366,AL-010,SCT,1,06/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138368,LS-040,WDF,1,06/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138370,AX-040,PER,1,06/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138372,AL-030,MHT,1,07/05/2020, $38.25 , $570.85 ,,0%,385950,0%, $570.85 ,
138374,AL-030,MHT,1,07/05/2020, $38.25 , $570.85 ,,0%,141584,0%, $570.85 ,
138376,AL-030,WDF,1,07/05/2020, $38.25 , $570.85 ,,0%,793434,0%, $570.85 ,
138378,LL-010,WDF,1,07/05/2020, $208.25 ," $3,767.52 ",,0%,263394,0%," $3,767.52 ",
138380,LS-040,PFA,1,07/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,397518,5%," $1,257.24 ",
138382,AL-010,MHT,1,07/05/2020, $233.75 ," $1,324.37 ",,0%,419812,0%," $1,324.37 ",
138384,LL-020,WDF,1,07/05/2020, $324.70 ," $4,179.86 ",,0%,456373,0%," $4,179.86 ",
138386,WS-040,WDF,1,07/05/2020, $467.50 ," $4,794.89 ",,0%,296388,0%," $4,794.89 ",
138388,LL-020,WDF,1,07/05/2020, $324.70 ," $4,179.86 ",,0%,784601,0%," $4,179.86 ",
138390,AL-010,WDF,1,02/02/2020, $233.75 ," $1,324.37 ",BDAY,50%,190393,0%, $662.18 ,
138392,AX-040,MHT,1,07/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,303359,5%," $10,994.16 ",
138394,AL-010,PAM,1,07/05/2020, $233.75 ," $1,324.37 ",,0%,693207,0%," $1,324.37 ",
138396,AL-010,GLL,2,07/05/2020, $233.75 ," $1,324.37 ",,0%,233997,0%," $2,648.73 ",
138398,AL-030,SCT,1,07/05/2020, $38.25 , $570.85 ,,0%,288403,0%, $570.85 ,
138400,LS-030,WDF,1,07/05/2020, $187.00 ," $1,589.76 ",,0%,511376,0%," $1,589.76 ",
138402,AL-020,PFA,1,07/05/2020, $63.75 ," $1,204.69 ",,0%,420749,0%," $1,204.69 ",
138404,LS-040,QUE,1,07/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,379782,5%," $1,257.24 ",
138406,WL-020,PFA,1,07/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,359060,5%," $14,116.60 ",
138408,AL-010,GLL,1,07/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138410,AL-030,WDF,1,07/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138412,AL-030,SCT,1,07/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138414,LL-020,QUE,1,07/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138416,AL-010,TLA,1,07/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138418,WL-020,PER,1,07/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,,5%," $14,116.60 ",
138420,AL-010,WDF,1,07/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138422,WL-020,SCT,1,07/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,,5%," $14,116.60 ",
138424,AL-020,SCT,1,07/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138426,LS-040,GLL,1,07/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138428,LL-010,TEZ,1,07/05/2020, $208.25 ," $3,767.52 ",,0%,,0%," $3,767.52 ",
138430,LL-020,WDF,1,07/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138432,LS-040,PFA,1,07/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138434,WS-030,WDF,1,07/05/2020, $552.50 ," $5,933.54 ",,0%,,0%," $5,933.54 ",
138436,AL-010,WDF,1,07/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138438,AL-030,PFA,1,07/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138440,AX-040,MHT,1,07/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138442,AL-020,MHT,1,07/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138444,LL-020,WDF,2,07/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $8,359.72 ",
138446,WL-020,QUE,1,07/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,,5%," $14,116.60 ",
138448,AL-030,TLA,1,07/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138450,WS-030,WDF,1,07/05/2020, $552.50 ," $5,933.54 ",,0%,,0%," $5,933.54 ",
138452,AL-020,WDF,1,08/05/2020, $63.75 ," $1,204.69 ",,0%,373747,0%," $1,204.69 ",
138454,AL-010,PFA,1,08/05/2020, $233.75 ," $1,324.37 ",,0%,163278,0%," $1,324.37 ",
138456,LS-040,QUE,1,08/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,134545,5%," $1,257.24 ",
138458,AX-040,WDF,1,08/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,616724,5%," $10,994.16 ",
138460,AX-040,PER,1,08/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,685348,5%," $10,994.16 ",
138462,LS-040,SCT,1,08/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,253360,5%," $1,257.24 ",
138464,AL-030,QUE,1,08/05/2020, $38.25 , $570.85 ,,0%,233009,0%, $570.85 ,
138466,AL-030,SCT,1,08/05/2020, $38.25 , $570.85 ,,0%,603142,0%, $570.85 ,
138468,AL-010,PER,1,08/05/2020, $233.75 ," $1,324.37 ",,0%,201139,0%," $1,324.37 ",
138470,AL-030,WDF,1,08/05/2020, $38.25 , $570.85 ,,0%,721686,0%, $570.85 ,
138472,WX-010,PFA,1,08/05/2020," $2,932.50 "," $26,036.45 ",,0%,409768,0%," $26,036.45 ",
138474,LS-030,SCT,2,08/05/2020, $187.00 ," $1,589.76 ",,0%,478909,0%," $3,179.52 ",
138476,WL-020,TEZ,1,08/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,192805,5%," $14,116.60 ",
138478,AL-030,TEZ,1,08/05/2020, $38.25 , $570.85 ,,0%,261151,0%, $570.85 ,
138480,AL-010,QUE,1,08/05/2020, $233.75 ," $1,324.37 ",,0%,177221,0%," $1,324.37 ",
138482,LS-040,MHT,1,08/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,175383,5%," $1,257.24 ",
138484,WX-010,SCT,2,08/05/2020," $2,932.50 "," $26,036.45 ",,0%,676900,0%," $52,072.90 ",
138486,AL-030,SCT,1,08/05/2020, $38.25 , $570.85 ,,0%,475031,0%, $570.85 ,
138488,LS-040,MHT,3,08/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,193748,5%," $3,771.72 ",
138490,LL-020,PFA,1,08/05/2020, $324.70 ," $4,179.86 ",,0%,393181,0%," $4,179.86 ",
138492,AL-030,QUE,1,08/05/2020, $38.25 , $570.85 ,,0%,611629,0%, $570.85 ,
138494,AL-030,WDF,3,08/05/2020, $38.25 , $570.85 ,,0%,172214,0%," $1,712.56 ",
138496,AL-010,PAM,1,08/05/2020, $233.75 ," $1,324.37 ",,0%,779617,0%," $1,324.37 ",
138498,AL-030,PFA,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138500,AL-030,MHT,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138502,LL-020,PFA,1,08/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138504,LL-010,WDF,1,08/05/2020, $208.25 ," $3,767.52 ",,0%,,0%," $3,767.52 ",
138506,AL-010,QUE,1,08/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138508,AL-030,MAG,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138510,AL-030,GLL,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138512,AL-020,MHT,3,08/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $3,614.08 ",
138514,LL-020,TEZ,1,08/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138516,AL-030,TEZ,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138518,AL-030,MHT,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138520,AX-040,PFA,1,08/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138522,AX-040,WDF,1,08/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138524,LS-030,QUE,1,08/05/2020, $187.00 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
138526,AL-010,QUE,1,08/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138528,AL-030,WDF,1,08/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138530,LL-020,MHT,1,08/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138532,LS-030,TEZ,1,09/05/2020, $187.00 ," $1,589.76 ",,0%,547081,0%," $1,589.76 ",
138534,AL-030,PFA,1,09/05/2020, $38.25 , $570.85 ,,0%,245749,0%, $570.85 ,
138536,AL-010,GAL,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,724074,0%," $1,324.37 ",
138538,WS-030,WDF,1,09/05/2020, $552.50 ," $5,933.54 ",,0%,531562,0%," $5,933.54 ",
138540,AL-030,PAM,1,09/05/2020, $38.25 , $570.85 ,,0%,794257,0%, $570.85 ,
138542,AL-010,MHT,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,775962,0%," $1,324.37 ",
138544,WX-010,MHT,1,09/05/2020," $2,932.50 "," $26,036.45 ",,0%,251149,0%," $26,036.45 ",
138546,AL-030,MHT,1,09/05/2020, $38.25 , $570.85 ,,0%,250034,0%, $570.85 ,
138548,AL-010,MHT,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,418937,0%," $1,324.37 ",
138550,AL-030,WDF,1,09/05/2020, $38.25 , $570.85 ,,0%,435691,0%, $570.85 ,
138552,AL-010,TEZ,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,551415,0%," $1,324.37 ",
138554,AL-010,MAG,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,363840,0%," $1,324.37 ",
138556,LS-040,WDF,1,09/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,177844,5%," $1,257.24 ",
138558,WS-030,SCT,1,09/05/2020, $552.50 ," $5,933.54 ",,0%,236884,0%," $5,933.54 ",
138560,AL-030,TEZ,1,09/05/2020, $38.25 , $570.85 ,,0%,549964,0%, $570.85 ,
138562,LL-020,WDF,1,09/05/2020, $324.70 ," $4,179.86 ",,0%,487272,0%," $4,179.86 ",
138564,AL-010,MHT,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,756669,0%," $1,324.37 ",
138566,AX-040,SCT,1,09/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,686291,5%," $10,994.16 ",
138568,WL-020,WDF,1,09/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,605681,5%," $14,116.60 ",
138570,LS-030,MHT,1,09/05/2020, $187.00 ," $1,589.76 ",,0%,227715,0%," $1,589.76 ",
138572,WL-020,MHT,1,09/05/2020," $3,570.00 "," $20,166.57 ",MOM2020,25%,375968,5%," $14,116.60 ",
138574,AL-010,PER,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,491476,0%," $1,324.37 ",
138576,AL-030,WDF,1,09/05/2020, $38.25 , $570.85 ,,0%,183397,0%, $570.85 ,
138578,AX-040,PER,1,09/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,244920,5%," $10,994.16 ",
138580,AL-030,GLL,1,09/05/2020, $38.25 , $570.85 ,,0%,345436,0%, $570.85 ,
138582,LS-040,PER,1,09/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138584,WX-010,SCT,2,09/05/2020," $2,932.50 "," $26,036.45 ",,0%,,0%," $52,072.90 ",
138586,LL-010,WDF,1,09/05/2020, $208.25 ," $3,767.52 ",,0%,,0%," $3,767.52 ",
138588,WX-010,WDF,2,09/05/2020," $2,932.50 "," $26,036.45 ",,0%,,0%," $52,072.90 ",
138590,AL-030,MHT,1,09/05/2020, $38.25 , $570.85 ,,0%,,0%, $570.85 ,
138592,AL-010,WDF,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138594,AX-040,WDF,1,09/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138596,AL-010,WDF,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138598,LL-020,GLL,1,09/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138600,LS-030,PER,1,09/05/2020, $187.00 ," $1,589.76 ",,0%,,0%," $1,589.76 ",
138602,AX-040,WDF,1,09/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138604,WX-010,SCT,1,09/05/2020," $2,932.50 "," $26,036.45 ",,0%,,0%," $26,036.45 ",
138606,AL-020,SCT,1,09/05/2020, $63.75 ," $1,204.69 ",,0%,,0%," $1,204.69 ",
138608,AL-010,SCT,1,09/05/2020, $233.75 ," $1,324.37 ",,0%,,0%," $1,324.37 ",
138610,LL-020,MHT,1,09/05/2020, $324.70 ," $4,179.86 ",,0%,,0%," $4,179.86 ",
138612,AX-040,MHT,1,09/05/2020, $382.50 ," $15,705.95 ",MOM2020,25%,,5%," $10,994.16 ",
138614,LS-040,PFA,1,09/05/2020, $267.75 ," $1,796.06 ",MOM2020,25%,,5%," $1,257.24 ",
138616,AL-030,MHT,2,09/05/2020, $38.25 , $570.85 ,,0%,,0%," $1,141.71 ",
138618,LL-020,MHT,1,10/05/2020, $324.70 ," $4,179.86 ",,0%,635053,0%," $4,179.86 ",
138620,AL-010,PER,1,10/05/2020, $233.75 ," $1,324.37 ",,0%,385482,0%," $1,324.37 ",
138622,AL-030,WDF,1,10/05/2020, $38.25 , $570.85 ,,0%,745836,0%, $570.85 ,
138624,AL-030,SCT,2,10/05/2020, $38.25 , $570.85 ,,0%,485433,0%," $1,141.71 ",
138626,LL-020,WDF,3,10/05/2020, $324.70 ," $4,179.86 ",,0%,248872,0%," $12,539.57 ",
138628,WS-030,MHT,1,10/05/2020, $552.50 ," $5,933.54 ",,0%,381163,0%," $5,933.54 ",
