id_lealtad,fecha_registro,fecha_nacimiento,edad,id_sexo,id_medio,segmento_edad,codigo_postal
205337,24/02/2020,27/07/1976,45,N,OTRO,ENTRE 41 Y 50,
205351,18/02/2020,17/07/1972,49,H,OTRO,ENTRE 41 Y 50,
205411,09/01/2020,31/07/1994,27,H,OTRO,ENTRE 21 Y 30,
205434,11/01/2020,25/08/1973,48,H,FBIG,ENTRE 41 Y 50,
205444,12/01/2020,20/10/1992,29,H,OTRO,ENTRE 21 Y 30,
205450,15/01/2020,01/07/1971,50,M,EMAIL,ENTRE 41 Y 50,
205460,02/03/2020,26/04/1985,36,M,EMAIL,ENTRE 31 Y 40,
205509,06/01/2020,15/07/1987,34,H,FBIG,ENTRE 31 Y 40,
205537,29/02/2020,18/06/1987,34,H,OTRO,ENTRE 31 Y 40,
205566,17/02/2020,31/08/1982,39,M,EMAIL,ENTRE 31 Y 40,
205569,19/03/2020,10/12/1963,58,H,FBIG,MAYORES DE 50,
205672,24/02/2020,12/12/1984,37,M,FBIG,ENTRE 31 Y 40,
205681,30/01/2020,16/09/1981,40,H,OTRO,ENTRE 31 Y 40,
205718,22/02/2020,13/01/1973,48,M,EMAIL,ENTRE 41 Y 50,
205757,12/02/2020,25/05/1947,74,H,OTRO,MAYORES DE 50,
205758,03/03/2020,19/02/1997,24,H,FBIG,ENTRE 21 Y 30,
205812,12/01/2020,05/09/2002,19,H,WS,MENORES DE 21,
205840,11/03/2020,16/12/1979,42,H,FBIG,ENTRE 41 Y 50,
205857,23/02/2020,12/12/1996,25,M,FBIG,ENTRE 21 Y 30,
205858,05/01/2020,13/05/1999,22,M,FBIG,ENTRE 21 Y 30,
205871,22/01/2020,15/12/1989,32,H,OTRO,ENTRE 31 Y 40,
206007,01/03/2020,10/05/1998,23,H,AMI,ENTRE 21 Y 30,
206105,03/03/2020,28/07/1997,24,M,WS,ENTRE 21 Y 30,
206140,12/01/2020,11/06/2003,18,H,OTRO,MENORES DE 21,
206172,14/01/2020,04/06/1979,42,M,OTRO,ENTRE 41 Y 50,
206182,13/01/2020,12/12/1996,25,H,OTRO,ENTRE 21 Y 30,
206184,11/01/2020,24/10/1996,25,H,FBIG,ENTRE 21 Y 30,
206285,07/01/2020,24/06/2000,21,H,OTRO,ENTRE 21 Y 30,
206286,15/02/2020,27/06/2000,21,H,OTRO,ENTRE 21 Y 30,
206302,05/03/2020,19/06/1995,26,H,OTRO,ENTRE 21 Y 30,
206324,01/02/2020,01/08/2000,21,H,OTRO,ENTRE 21 Y 30,
206332,15/02/2020,23/03/1972,49,M,OTRO,ENTRE 41 Y 50,
206337,06/02/2020,27/12/1966,55,M,FBIG,MAYORES DE 50,
206352,13/01/2020,10/02/1972,49,H,OTRO,ENTRE 41 Y 50,
206382,06/01/2020,16/09/1990,31,M,FBIG,ENTRE 31 Y 40,
206384,15/02/2020,06/03/1997,24,M,EMAIL,ENTRE 21 Y 30,
206436,14/01/2020,31/03/1975,46,H,OTRO,ENTRE 41 Y 50,
206443,10/01/2020,10/09/1994,27,H,WS,ENTRE 21 Y 30,
206462,21/02/2020,06/09/2000,21,H,OTRO,ENTRE 21 Y 30,
206482,07/01/2020,23/03/2003,18,M,WS,MENORES DE 21,
206493,01/02/2020,16/06/1982,39,H,FBIG,ENTRE 31 Y 40,
206515,19/01/2020,02/07/1989,32,M,OTRO,ENTRE 31 Y 40,
206538,08/02/2020,07/08/1967,54,H,AMI,MAYORES DE 50,
206544,02/03/2020,26/05/1971,50,M,OTRO,ENTRE 41 Y 50,
206552,16/01/2020,16/12/1993,28,M,FBIG,ENTRE 21 Y 30,
206594,10/01/2020,24/12/1979,42,M,OTRO,ENTRE 41 Y 50,
206623,13/01/2020,23/04/1993,28,H,AMI,ENTRE 21 Y 30,
206665,02/03/2020,02/03/1987,34,H,WS,ENTRE 31 Y 40,
206717,05/01/2020,15/10/1983,38,H,OTRO,ENTRE 31 Y 40,
206720,17/02/2020,30/09/1948,73,M,OTRO,MAYORES DE 50,
206750,27/02/2020,27/12/1990,31,H,EMAIL,ENTRE 31 Y 40,
206813,14/02/2020,17/04/1990,31,H,FBIG,ENTRE 31 Y 40,
206820,01/02/2020,24/12/1999,22,H,FBIG,ENTRE 21 Y 30,
206846,05/01/2020,06/12/1945,76,H,OTRO,MAYORES DE 50,
206851,05/01/2020,05/06/1973,48,H,OTRO,ENTRE 41 Y 50,
206890,30/01/2020,14/07/1983,38,H,FBIG,ENTRE 31 Y 40,
206957,18/01/2020,07/01/1988,33,H,WS,ENTRE 31 Y 40,
206963,10/01/2020,06/04/1947,74,H,OTRO,MAYORES DE 50,
206984,02/03/2020,23/07/2001,20,H,OTRO,MENORES DE 21,
206989,14/01/2020,10/03/1999,22,H,OTRO,ENTRE 21 Y 30,
207009,09/01/2020,18/12/1974,47,M,OTRO,ENTRE 41 Y 50,
207011,03/03/2020,15/01/1999,22,M,OTRO,ENTRE 21 Y 30,
207014,23/02/2020,01/04/1990,31,H,AMI,ENTRE 31 Y 40,
207033,18/02/2020,27/02/1990,31,M,OTRO,ENTRE 31 Y 40,
207049,24/02/2020,17/03/1999,22,H,AMI,ENTRE 21 Y 30,
207106,19/02/2020,23/01/1979,42,H,OTRO,ENTRE 41 Y 50,
207163,01/02/2020,03/05/1982,39,H,OTRO,ENTRE 31 Y 40,
207186,15/02/2020,14/01/1992,29,H,WS,ENTRE 21 Y 30,
207188,31/01/2020,06/08/1995,26,M,WS,ENTRE 21 Y 30,
207230,13/01/2020,10/05/1990,31,M,OTRO,ENTRE 31 Y 40,
207241,16/01/2020,15/03/1996,25,H,EMAIL,ENTRE 21 Y 30,
207258,15/02/2020,25/04/1991,30,H,WS,ENTRE 21 Y 30,
207285,07/01/2020,12/07/1992,29,M,WS,ENTRE 21 Y 30,
207367,13/02/2020,31/08/1982,39,H,OTRO,ENTRE 31 Y 40,
207408,06/01/2020,19/03/1996,25,H,EMAIL,ENTRE 21 Y 30,
207438,25/02/2020,04/12/1962,59,H,WS,MAYORES DE 50,
207467,02/03/2020,13/11/1981,40,H,AMI,ENTRE 31 Y 40,
207512,24/01/2020,30/09/1982,39,H,EMAIL,ENTRE 31 Y 40,
207521,15/01/2020,20/01/2002,19,H,OTRO,MENORES DE 21,
207572,25/02/2020,19/08/1971,50,H,WS,ENTRE 41 Y 50,
207589,25/02/2020,23/08/2004,17,H,WS,MENORES DE 21,
207617,24/02/2020,26/09/1995,26,H,OTRO,ENTRE 21 Y 30,
207657,04/02/2020,24/09/1985,36,H,OTRO,ENTRE 31 Y 40,
207672,20/02/2020,06/09/1999,22,H,OTRO,ENTRE 21 Y 30,
207682,21/01/2020,03/06/1961,60,H,OTRO,MAYORES DE 50,
207716,17/02/2020,17/07/1998,23,H,OTRO,ENTRE 21 Y 30,
207758,08/03/2020,20/01/2001,20,M,FBIG,MENORES DE 21,
207803,03/02/2020,13/02/1985,36,H,OTRO,ENTRE 31 Y 40,
207837,05/03/2020,22/08/2005,16,M,OTRO,MENORES DE 21,
207865,13/01/2020,28/10/1972,49,H,FBIG,ENTRE 41 Y 50,
207917,29/01/2020,19/05/1997,24,H,AMI,ENTRE 21 Y 30,
207919,16/02/2020,01/10/1991,30,H,AMI,ENTRE 21 Y 30,
207999,30/01/2020,15/10/2000,21,M,OTRO,ENTRE 21 Y 30,
208035,10/01/2020,08/06/1950,71,H,WS,MAYORES DE 50,
208066,27/02/2020,11/01/1988,33,H,OTRO,ENTRE 31 Y 40,
208158,10/01/2020,23/09/1989,32,H,EMAIL,ENTRE 31 Y 40,
208167,26/02/2020,17/11/1985,36,M,OTRO,ENTRE 31 Y 40,
208203,22/02/2020,06/06/1972,49,H,OTRO,ENTRE 41 Y 50,
208226,29/02/2020,25/03/1987,34,H,WS,ENTRE 31 Y 40,
208228,08/01/2020,17/01/2005,16,H,OTRO,MENORES DE 21,
208263,05/01/2020,23/04/1989,32,M,PER,ENTRE 31 Y 40,
208301,12/01/2020,10/01/1991,30,H,OTRO,ENTRE 21 Y 30,
208305,21/02/2020,19/09/1980,41,H,OTRO,ENTRE 41 Y 50,
208310,01/03/2020,29/04/1987,34,H,OTRO,ENTRE 31 Y 40,
208320,21/02/2020,23/04/2001,20,H,OTRO,MENORES DE 21,
208346,15/01/2020,17/05/1982,39,H,FBIG,ENTRE 31 Y 40,
208359,17/02/2020,20/12/1983,38,H,FBIG,ENTRE 31 Y 40,
208367,10/01/2020,21/10/2000,21,M,OTRO,ENTRE 21 Y 30,
208398,13/01/2020,07/05/1974,47,H,OTRO,ENTRE 41 Y 50,
208404,18/02/2020,17/02/1983,38,H,EMAIL,ENTRE 31 Y 40,
208468,20/02/2020,11/03/1952,69,H,WS,MAYORES DE 50,
208492,02/03/2020,23/04/1980,41,M,OTRO,ENTRE 41 Y 50,
208504,02/03/2020,17/10/1990,31,M,REV,ENTRE 31 Y 40,
208506,21/01/2020,07/03/1991,30,H,OTRO,ENTRE 21 Y 30,
208520,06/01/2020,31/05/1993,28,M,FBIG,ENTRE 21 Y 30,
208523,14/01/2020,18/10/1975,46,H,OTRO,ENTRE 41 Y 50,
208612,14/02/2020,19/07/1993,28,M,OTRO,ENTRE 21 Y 30,
208627,11/03/2020,20/11/1989,32,H,WS,ENTRE 31 Y 40,
208641,05/01/2020,24/05/1988,33,H,OTRO,ENTRE 31 Y 40,
208666,11/01/2020,27/09/1999,22,M,WS,ENTRE 21 Y 30,
208707,11/01/2020,12/09/1978,43,H,FBIG,ENTRE 41 Y 50,
208738,07/02/2020,13/03/1986,35,M,OTRO,ENTRE 31 Y 40,
208745,15/02/2020,17/08/1985,36,H,OTRO,ENTRE 31 Y 40,
208780,28/01/2020,13/06/1996,25,M,OTRO,ENTRE 21 Y 30,
208785,06/01/2020,25/08/1981,40,H,FBIG,ENTRE 31 Y 40,
208811,29/01/2020,30/09/1989,32,H,FBIG,ENTRE 31 Y 40,
208839,28/02/2020,12/06/1997,24,H,OTRO,ENTRE 21 Y 30,
208889,23/01/2020,29/06/1993,28,H,EMAIL,ENTRE 21 Y 30,
208900,10/01/2020,25/11/1985,36,H,OTRO,ENTRE 31 Y 40,
208908,10/01/2020,30/01/1995,26,M,OTRO,ENTRE 21 Y 30,
208930,13/01/2020,10/06/1999,22,H,FBIG,ENTRE 21 Y 30,
208941,15/01/2020,17/02/1978,43,H,OTRO,ENTRE 41 Y 50,
208982,13/01/2020,23/06/1985,36,H,EMAIL,ENTRE 31 Y 40,
208986,17/02/2020,05/10/2000,21,M,FBIG,ENTRE 21 Y 30,
208991,23/02/2020,06/12/1977,44,M,FBIG,ENTRE 41 Y 50,
208996,11/02/2020,21/04/2000,21,M,OTRO,ENTRE 21 Y 30,
209010,22/01/2020,26/12/1999,22,H,OTRO,ENTRE 21 Y 30,
209019,05/01/2020,13/04/1995,26,M,WS,ENTRE 21 Y 30,
209032,19/02/2020,06/01/1982,39,H,WS,ENTRE 31 Y 40,
209068,13/02/2020,10/07/1984,37,M,FBIG,ENTRE 31 Y 40,
209084,24/02/2020,07/03/1960,61,H,OTRO,MAYORES DE 50,
209105,29/02/2020,06/11/1982,39,M,WS,ENTRE 31 Y 40,
209111,27/01/2020,27/02/1988,33,M,OTRO,ENTRE 31 Y 40,
209128,17/02/2020,24/06/1971,50,H,OTRO,ENTRE 41 Y 50,
209149,26/01/2020,10/07/2001,20,H,OTRO,MENORES DE 21,
209160,21/02/2020,24/02/1977,44,M,WS,ENTRE 41 Y 50,
209170,21/02/2020,31/03/1975,46,M,OTRO,ENTRE 41 Y 50,
209186,11/01/2020,20/08/2002,19,H,OTRO,MENORES DE 21,
209193,19/02/2020,24/03/1989,32,H,FBIG,ENTRE 31 Y 40,
209230,22/01/2020,07/02/2002,19,H,OTRO,MENORES DE 21,
209232,10/02/2020,17/11/1983,38,H,OTRO,ENTRE 31 Y 40,
209258,15/01/2020,07/11/1984,37,H,OTRO,ENTRE 31 Y 40,
209259,06/01/2020,26/10/1976,45,H,FBIG,ENTRE 41 Y 50,
209271,21/01/2020,16/04/1999,22,M,EMAIL,ENTRE 21 Y 30,
209440,09/01/2020,03/10/1984,37,H,OTRO,ENTRE 31 Y 40,
209442,14/01/2020,09/02/1992,29,M,WS,ENTRE 21 Y 30,
209459,08/01/2020,26/08/1985,36,H,FBIG,ENTRE 31 Y 40,
209481,21/01/2020,12/05/1973,48,N,OTRO,ENTRE 41 Y 50,
209523,03/03/2020,28/12/1990,31,M,OTRO,ENTRE 31 Y 40,
209559,07/01/2020,08/05/1991,30,H,OTRO,ENTRE 21 Y 30,
209584,25/01/2020,31/07/1999,22,H,OTRO,ENTRE 21 Y 30,
209608,15/02/2020,30/12/1994,27,H,EMAIL,ENTRE 21 Y 30,
209626,17/02/2020,25/05/1991,30,H,AMI,ENTRE 21 Y 30,
209627,10/02/2020,25/04/1991,30,H,OTRO,ENTRE 21 Y 30,
209649,19/01/2020,23/01/1992,29,M,EMAIL,ENTRE 21 Y 30,
209665,06/01/2020,08/12/1998,23,H,WS,ENTRE 21 Y 30,
209684,17/02/2020,23/01/1991,30,H,OTRO,ENTRE 21 Y 30,
209687,11/01/2020,14/12/1986,35,H,EMAIL,ENTRE 31 Y 40,
209802,30/01/2020,01/11/1981,40,H,AMI,ENTRE 31 Y 40,
209815,19/02/2020,15/01/1972,49,M,WS,ENTRE 41 Y 50,
209874,27/02/2020,06/09/1980,41,H,OTRO,ENTRE 41 Y 50,
209878,07/01/2020,30/10/1977,44,M,WS,ENTRE 41 Y 50,
209897,07/02/2020,31/07/1996,25,M,PER,ENTRE 21 Y 30,
209983,10/01/2020,17/01/1993,28,H,EMAIL,ENTRE 21 Y 30,
209996,07/01/2020,21/07/1984,37,M,WS,ENTRE 31 Y 40,
209997,04/03/2020,01/02/1989,32,H,WS,ENTRE 31 Y 40,
210021,25/02/2020,16/07/1987,34,H,OTRO,ENTRE 31 Y 40,
210087,14/01/2020,03/09/1988,33,H,OTRO,ENTRE 31 Y 40,
210169,20/01/2020,26/05/1981,40,H,OTRO,ENTRE 31 Y 40,
210176,07/01/2020,25/10/1993,28,M,EMAIL,ENTRE 21 Y 30,
210215,14/01/2020,07/11/1963,58,H,AMI,MAYORES DE 50,
210293,15/01/2020,06/10/1985,36,H,OTRO,ENTRE 31 Y 40,
210383,03/02/2020,26/03/1989,32,M,WS,ENTRE 31 Y 40,
210387,14/01/2020,26/02/1986,35,H,OTRO,ENTRE 31 Y 40,
210448,03/02/2020,06/09/1997,24,H,FBIG,ENTRE 21 Y 30,
210465,25/01/2020,04/02/1974,47,M,OTRO,ENTRE 41 Y 50,
210502,06/01/2020,25/01/1984,37,H,WS,ENTRE 31 Y 40,
210521,15/02/2020,15/11/1992,29,H,FBIG,ENTRE 21 Y 30,
210533,07/01/2020,07/06/1987,34,H,EMAIL,ENTRE 31 Y 40,
210538,19/02/2020,05/08/1998,23,H,AMI,ENTRE 21 Y 30,
210544,08/01/2020,22/01/1985,36,M,FBIG,ENTRE 31 Y 40,
210582,21/02/2020,15/02/1980,41,M,EMAIL,ENTRE 41 Y 50,
210626,08/03/2020,16/02/1995,26,M,FBIG,ENTRE 21 Y 30,
210631,11/01/2020,08/02/1985,36,M,WS,ENTRE 31 Y 40,
210651,19/02/2020,10/05/1986,35,H,AMI,ENTRE 31 Y 40,
210665,27/02/2020,17/08/1986,35,H,WS,ENTRE 31 Y 40,
210673,24/02/2020,30/05/1983,38,M,FBIG,ENTRE 31 Y 40,
210683,15/01/2020,29/03/2003,18,H,WS,MENORES DE 21,
210696,19/02/2020,13/04/1988,33,H,FBIG,ENTRE 31 Y 40,
210708,13/01/2020,14/07/1981,40,H,OTRO,ENTRE 31 Y 40,
210800,14/01/2020,30/05/2001,20,H,OTRO,MENORES DE 21,
210827,11/01/2020,05/10/1979,42,M,FBIG,ENTRE 41 Y 50,
210868,19/03/2020,02/02/2002,19,H,OTRO,MENORES DE 21,
210876,28/02/2020,28/01/1956,65,M,OTRO,MAYORES DE 50,
210940,14/01/2020,05/02/1995,26,M,EMAIL,ENTRE 21 Y 30,
211005,11/02/2020,18/02/1977,44,M,WS,ENTRE 41 Y 50,
211037,22/01/2020,20/01/1995,26,H,WS,ENTRE 21 Y 30,
211047,27/02/2020,30/06/1981,40,H,EMAIL,ENTRE 31 Y 40,
211084,01/03/2020,13/12/1988,33,H,REV,ENTRE 31 Y 40,
211134,05/01/2020,18/12/1983,38,M,OTRO,ENTRE 31 Y 40,
211137,19/02/2020,12/08/2000,21,H,FBIG,ENTRE 21 Y 30,
211152,29/02/2020,25/11/1994,27,M,FBIG,ENTRE 21 Y 30,
211214,14/01/2020,04/09/1988,33,H,OTRO,ENTRE 31 Y 40,
211237,18/02/2020,09/04/1976,45,H,EMAIL,ENTRE 41 Y 50,
211245,06/01/2020,09/08/1972,49,M,OTRO,ENTRE 41 Y 50,
211332,12/01/2020,12/05/2001,20,H,AMI,MENORES DE 21,
211354,16/02/2020,28/04/1951,70,H,OTRO,MAYORES DE 50,
211372,29/02/2020,18/08/1986,35,H,WS,ENTRE 31 Y 40,
211434,09/01/2020,05/07/1997,24,H,OTRO,ENTRE 21 Y 30,
211435,24/01/2020,16/08/1982,39,H,REV,ENTRE 31 Y 40,
211460,14/01/2020,13/02/1989,32,H,FBIG,ENTRE 31 Y 40,
211487,25/01/2020,27/06/1983,38,M,REV,ENTRE 31 Y 40,
211505,24/02/2020,27/08/1983,38,H,OTRO,ENTRE 31 Y 40,
211580,14/01/2020,09/01/1998,23,H,OTRO,ENTRE 21 Y 30,
211625,14/01/2020,03/08/1996,25,H,FBIG,ENTRE 21 Y 30,
211636,08/01/2020,22/12/1975,46,M,OTRO,ENTRE 41 Y 50,
211704,22/02/2020,08/06/1973,48,H,OTRO,ENTRE 41 Y 50,
211705,27/02/2020,28/06/1974,47,M,WS,ENTRE 41 Y 50,
211728,23/02/2020,29/03/1986,35,H,EMAIL,ENTRE 31 Y 40,
211735,16/03/2020,16/04/1984,37,M,EMAIL,ENTRE 31 Y 40,
211763,16/01/2020,15/06/1949,72,M,EMAIL,MAYORES DE 50,
211792,29/01/2020,18/09/1982,39,M,EMAIL,ENTRE 31 Y 40,
211798,17/02/2020,05/09/1997,24,H,FBIG,ENTRE 21 Y 30,
211808,09/02/2020,04/01/2005,16,H,WS,MENORES DE 21,
211840,27/02/2020,27/11/1989,32,H,OTRO,ENTRE 31 Y 40,
211858,08/03/2020,17/11/1997,24,M,EMAIL,ENTRE 21 Y 30,
211888,15/01/2020,31/05/1997,24,M,OTRO,ENTRE 21 Y 30,
211972,15/01/2020,27/12/1989,32,H,WS,ENTRE 31 Y 40,
211974,22/02/2020,19/04/1961,60,H,OTRO,MAYORES DE 50,
212059,13/01/2020,19/06/1994,27,M,FBIG,ENTRE 21 Y 30,
212065,02/03/2020,28/07/1986,35,H,FBIG,ENTRE 31 Y 40,
212079,25/02/2020,13/09/1998,23,M,EMAIL,ENTRE 21 Y 30,
212101,06/01/2020,15/10/1995,26,H,OTRO,ENTRE 21 Y 30,
212103,21/02/2020,25/04/1989,32,H,OTRO,ENTRE 31 Y 40,
212106,12/01/2020,22/09/1989,32,H,OTRO,ENTRE 31 Y 40,
212168,15/01/2020,08/11/1952,69,H,AMI,MAYORES DE 50,
212203,13/01/2020,06/12/1986,35,M,OTRO,ENTRE 31 Y 40,
212223,08/01/2020,14/06/1974,47,M,AMI,ENTRE 41 Y 50,
212258,14/03/2020,18/12/1986,35,H,OTRO,ENTRE 31 Y 40,
212322,05/01/2020,01/10/1993,28,M,FBIG,ENTRE 21 Y 30,
212364,08/01/2020,09/10/1971,50,H,OTRO,ENTRE 41 Y 50,
212405,19/01/2020,06/05/1941,80,M,OTRO,MAYORES DE 50,
212406,24/02/2020,20/10/1958,63,H,OTRO,MAYORES DE 50,
212447,22/02/2020,15/03/1974,47,H,WS,ENTRE 41 Y 50,
212520,13/01/2020,26/08/1997,24,M,WS,ENTRE 21 Y 30,
212521,19/02/2020,21/08/1956,65,M,OTRO,MAYORES DE 50,
212541,06/01/2020,20/08/1984,37,M,OTRO,ENTRE 31 Y 40,
212542,15/01/2020,26/01/2001,20,H,OTRO,MENORES DE 21,
212671,09/03/2020,29/01/1985,36,H,AMI,ENTRE 31 Y 40,
212676,27/02/2020,26/11/1981,40,H,EMAIL,ENTRE 31 Y 40,
212680,19/02/2020,26/02/1985,36,H,FBIG,ENTRE 31 Y 40,
212692,19/02/2020,31/03/1977,44,M,FBIG,ENTRE 41 Y 50,
212736,15/01/2020,26/07/2003,18,H,OTRO,MENORES DE 21,
212754,17/02/2020,10/02/2000,21,M,OTRO,ENTRE 21 Y 30,
212774,07/02/2020,04/11/1974,47,M,OTRO,ENTRE 41 Y 50,
212777,12/01/2020,28/06/1990,31,H,OTRO,ENTRE 31 Y 40,
212787,13/01/2020,16/01/1990,31,H,AMI,ENTRE 31 Y 40,
212807,25/02/2020,04/01/1995,26,M,OTRO,ENTRE 21 Y 30,
212841,25/02/2020,05/01/2000,21,M,WS,ENTRE 21 Y 30,
212926,07/01/2020,30/10/2000,21,M,OTRO,ENTRE 21 Y 30,
212960,11/01/2020,22/01/1987,34,M,FBIG,ENTRE 31 Y 40,
213021,03/02/2020,13/07/1992,29,H,FBIG,ENTRE 21 Y 30,
213026,11/02/2020,04/03/2003,18,H,FBIG,MENORES DE 21,
213072,08/02/2020,08/03/1983,38,M,OTRO,ENTRE 31 Y 40,
213114,11/02/2020,01/12/1988,33,H,OTRO,ENTRE 31 Y 40,
213131,21/02/2020,02/12/1990,31,H,FBIG,ENTRE 31 Y 40,
213143,11/01/2020,24/04/1986,35,H,OTRO,ENTRE 31 Y 40,
213148,16/02/2020,26/10/1974,47,H,OTRO,ENTRE 41 Y 50,
213156,24/03/2020,15/09/1989,32,H,FBIG,ENTRE 31 Y 40,
213174,12/01/2020,26/09/2001,20,H,WS,MENORES DE 21,
213195,14/01/2020,07/03/1977,44,M,WS,ENTRE 41 Y 50,
213214,13/01/2020,08/02/1985,36,H,FBIG,ENTRE 31 Y 40,
213245,18/01/2020,04/04/1980,41,H,OTRO,ENTRE 41 Y 50,
213279,29/02/2020,02/02/1985,36,H,OTRO,ENTRE 31 Y 40,
213283,07/01/2020,05/12/1993,28,H,OTRO,ENTRE 21 Y 30,
213384,11/03/2020,12/09/1997,24,M,OTRO,ENTRE 21 Y 30,
213428,12/01/2020,13/04/1983,38,H,EMAIL,ENTRE 31 Y 40,
213444,13/01/2020,07/05/1968,53,H,OTRO,MAYORES DE 50,
213476,10/02/2020,30/06/1974,47,H,FBIG,ENTRE 41 Y 50,
213488,24/02/2020,08/01/1967,54,H,OTRO,MAYORES DE 50,
213499,23/02/2020,27/07/1975,46,H,OTRO,ENTRE 41 Y 50,
213502,13/01/2020,26/08/1992,29,M,WS,ENTRE 21 Y 30,
213571,03/04/2020,01/05/1976,45,H,OTRO,ENTRE 41 Y 50,
213593,06/01/2020,28/10/1973,48,M,OTRO,ENTRE 41 Y 50,
213709,11/01/2020,15/06/1993,28,M,OTRO,ENTRE 21 Y 30,
213749,27/02/2020,05/11/1978,43,H,WS,ENTRE 41 Y 50,
213770,22/02/2020,28/08/1996,25,H,OTRO,ENTRE 21 Y 30,
213783,12/01/2020,04/03/1989,32,M,FBIG,ENTRE 31 Y 40,
213822,05/02/2020,08/05/2002,19,H,EMAIL,MENORES DE 21,
213835,07/02/2020,14/02/1954,67,H,FBIG,MAYORES DE 50,
213844,13/01/2020,12/09/1996,25,H,OTRO,ENTRE 21 Y 30,
213875,25/02/2020,12/09/1994,27,M,EMAIL,ENTRE 21 Y 30,
213880,02/03/2020,30/07/1994,27,M,FBIG,ENTRE 21 Y 30,
213890,14/01/2020,15/08/1973,48,H,OTRO,ENTRE 41 Y 50,
213924,10/01/2020,18/04/1977,44,M,OTRO,ENTRE 41 Y 50,
213964,27/02/2020,09/06/1986,35,H,OTRO,ENTRE 31 Y 40,
213982,05/03/2020,04/04/1986,35,H,WS,ENTRE 31 Y 40,
213986,12/01/2020,13/05/1988,33,H,OTRO,ENTRE 31 Y 40,
213991,23/02/2020,22/03/1979,42,M,AMI,ENTRE 41 Y 50,
213992,17/02/2020,22/10/1989,32,H,WS,ENTRE 31 Y 40,
213998,05/01/2020,20/11/1983,38,M,OTRO,ENTRE 31 Y 40,
214087,08/02/2020,15/02/1975,46,H,OTRO,ENTRE 41 Y 50,
214089,13/02/2020,24/08/1996,25,H,OTRO,ENTRE 21 Y 30,
214202,10/01/2020,12/11/1987,34,M,EMAIL,ENTRE 31 Y 40,
214238,11/02/2020,18/12/2002,19,H,FBIG,MENORES DE 21,
214287,07/03/2020,01/02/1992,29,M,EMAIL,ENTRE 21 Y 30,
214375,15/01/2020,08/03/1999,22,H,FBIG,ENTRE 21 Y 30,
214385,20/02/2020,25/11/1980,41,M,OTRO,ENTRE 41 Y 50,
214460,24/02/2020,29/09/1971,50,H,FBIG,ENTRE 41 Y 50,
214466,08/03/2020,19/01/1992,29,H,AMI,ENTRE 21 Y 30,
214469,29/01/2020,22/08/1988,33,M,PER,ENTRE 31 Y 40,
214526,26/02/2020,29/08/1987,34,M,FBIG,ENTRE 31 Y 40,
214536,08/02/2020,01/09/1976,45,H,EMAIL,ENTRE 41 Y 50,
214546,19/02/2020,01/03/1986,35,H,OTRO,ENTRE 31 Y 40,
214565,12/01/2020,13/05/1974,47,H,WS,ENTRE 41 Y 50,
214575,06/02/2020,12/01/1980,41,H,OTRO,ENTRE 41 Y 50,
214604,27/01/2020,14/11/1988,33,H,OTRO,ENTRE 31 Y 40,
214633,09/01/2020,20/02/1972,49,H,OTRO,ENTRE 41 Y 50,
214735,07/01/2020,28/10/1987,34,H,OTRO,ENTRE 31 Y 40,
214771,24/02/2020,02/07/2004,17,H,REV,MENORES DE 21,
214835,25/02/2020,03/03/1982,39,H,WS,ENTRE 31 Y 40,
214836,26/02/2020,20/11/1982,39,H,WS,ENTRE 31 Y 40,
214843,14/01/2020,25/07/1982,39,M,OTRO,ENTRE 31 Y 40,
214886,24/02/2020,20/06/1946,75,N,FBIG,MAYORES DE 50,
214925,06/01/2020,13/11/1992,29,H,OTRO,ENTRE 21 Y 30,
214942,15/01/2020,17/05/2005,16,H,OTRO,MENORES DE 21,
214970,09/01/2020,07/05/1991,30,M,OTRO,ENTRE 21 Y 30,
214975,10/01/2020,28/05/1984,37,H,FBIG,ENTRE 31 Y 40,
214990,02/03/2020,11/12/1979,42,H,OTRO,ENTRE 41 Y 50,
215018,16/03/2020,04/12/1986,35,H,PER,ENTRE 31 Y 40,
215046,18/02/2020,16/05/1993,28,M,OTRO,ENTRE 21 Y 30,
215065,19/02/2020,25/03/2004,17,H,AMI,MENORES DE 21,
215069,09/01/2020,02/11/1976,45,H,OTRO,ENTRE 41 Y 50,
215196,21/02/2020,28/12/1977,44,H,OTRO,ENTRE 41 Y 50,
215200,10/01/2020,27/09/1983,38,H,WS,ENTRE 31 Y 40,
215207,07/01/2020,20/12/1998,23,H,FBIG,ENTRE 21 Y 30,
215214,19/01/2020,05/12/1990,31,M,OTRO,ENTRE 31 Y 40,
215236,25/02/2020,04/06/1996,25,M,FBIG,ENTRE 21 Y 30,
215256,23/01/2020,23/12/1985,36,H,OTRO,ENTRE 31 Y 40,
215280,10/01/2020,24/10/1975,46,M,EMAIL,ENTRE 41 Y 50,
215293,15/01/2020,04/02/2004,17,H,PER,MENORES DE 21,
215312,12/01/2020,31/12/1993,28,M,OTRO,ENTRE 21 Y 30,
215317,07/01/2020,08/05/1986,35,M,OTRO,ENTRE 31 Y 40,
215334,17/02/2020,29/10/1972,49,M,REV,ENTRE 41 Y 50,
215370,08/01/2020,21/07/1978,43,H,REV,ENTRE 41 Y 50,
215374,01/02/2020,27/05/1999,22,H,OTRO,ENTRE 21 Y 30,
